	TCGA.P7.A5NY.01A	TCGA.QR.A705.01A	TCGA.QR.A6H3.01A	TCGA.QR.A706.01A	TCGA.QR.A6GW.01A	TCGA.PR.A5PG.01A	TCGA.PR.A5PF.01A	TCGA.QR.A6GU.01A	TCGA.QR.A6H2.01A	TCGA.QR.A6GX.01A	TCGA.QR.A70E.01A	TCGA.QR.A703.01A	TCGA.P8.A6RY.01A	TCGA.QR.A6H0.01A	TCGA.QR.A70I.01A
HSD11B2	-0.646446622	-0.038396589	2.024117968	1.000904123	-1.782318363	-0.425694403	2.505912418	-0.300395519	1.151248077	0.057853515	-0.100872612	-0.40525237	-0.006839819	0.334135409	-2.266648871
AGRP	1.956750292	-1.899529088	-1.350790011	-4.024594163	1.115002888	1.034496764	-1.527883724	-4.034887859	-0.091356168	-3.670905752	-3.144791204	-2.070181529	0.203423027	0.01	0.01
CDH1	0.01	-1.073589021	1.118933592	-1.876917797	-0.866434953	0.01	5.427267421	0.01	0.01	0.01	1.225429508	-0.922339726	0.01	5.121470272	-0.666334575
CALB2	-0.091333566	-0.497577114	1.37307314	1.699264899	0.240101739	-2.166424024	4.574485972	0.01	0.01	0.01	-2.590917649	-1.346277578	0.01	1.103572598	-0.938246603
HPR	0.359477295	-0.409298728	1.461287547	3.179815164	0.01	0.01	0.01	0.01	0.01	1.72612061	-0.917727004	-0.258049433	0.01	3.098701275	6.134120953
PMFBP1	1.438603101	-3.767559181	-1.896972907	-0.047200212	-0.560437754	3.566337196	1.996332221	-0.188701191	-8.85E-05	0.7828998	0.150382001	-2.031392626	-1.179234514	-4.903375624	-1.94525303
FA2H	0.01	-0.153554621	-0.282927131	0.01	0.790512816	0.01	0.01	0.01	1.221579234	0.01	1.508061211	0.01	0.01	0.295591437	-0.331205851
CHST6	-0.710372152	1.105793572	2.506954315	1.380642134	-0.272008141	-2.14801584	-0.107533613	-0.877572155	-1.688889229	0.808296883	0.427597731	0.787586944	-1.283149036	3.399974237	2.25009416
CNT.01P4	-7.655341824	0.730737956	3.436672405	4.087346988	-1.602200111	-5.923001534	-4.145553713	4.698413987	-3.878951158	-1.040680727	3.59951299	2.283701093	3.00529265	0.408779319	3.864367285
ADAMTS18	-0.406708515	2.022428684	0	-0.48115613	-3.05589786	-0.59198626	-0.984445691	1.866137711	0.01	1.287540836	-2.601353171	-0.719393421	3.009896051	-2.228812803	0.603790533
DYNLRB2	-1.194551238	1.621584999	2.994733977	0.040811606	-2.34126626	0.01	-2.591742186	1.130098857	3.751673096	1.702605475	-0.664308732	2.275360925	2.277068407	1.222734711	1.180915509
SDR42E1	-3.460402803	1.796319323	2.337902142	1.51342	-4.82949761	0.01	-1.079988098	2.334896035	-2.754461797	2.541844089	-4.959986886	2.420765431	-0.348663276	1.863794422	1.570433512
NECAB2	-0.241474231	1.896609704	4.315696981	-0.906561113	-0.63319259	-0.339293037	1.946304875	0.01	1.757239741	-3.459736997	5.261164649	4.720312611	2.713250611	2.881819539	-3.603087349
WFDC1	-0.887673706	-0.718119191	-0.049963683	2.745510806	-1.249827247	-0.500856447	-0.843995283	-0.489216192	-0.585488212	-0.744009352	0.82630201	3.758514442	0.217472606	1.406600603	1.456767624
FOXC2	-1.89695031	-0.697466202	-1.926347697	2.154729553	0.863339866	-1.440338919	-0.910805037	2.922085181	-1.141685935	0.868986189	-1.205744188	0.354273424	0.602920949	0.368358257	1.904514604
JPH3	-1.878637909	2.710493129	2.594990973	1.769948693	2.237422843	-1.711669827	-3.49821177	2.542610095	-1.45360884	1.985856254	2.617109219	0.882492938	2.390646005	2.41220677	2.941653881
CBFA2T3	-0.888102802	0.842805437	1.873587721	2.341363337	-1.293015922	0.620768269	0.143725622	1.620618447	-0.487931882	-0.12424886	1.418297132	0.876509972	-0.81227973	0.731871713	2.794816878
CDH15	-3.523238829	-0.122051628	3.778343166	2.297184372	-2.084902887	0.01	-1.335378813	1.180015428	-0.331830032	0.01	-0.407945359	1.531716314	0.01	3.616609888	1.759206977
CPNE7	0.091627356	-2.235176001	1.298436374	-1.301357435	2.796421415	-0.904042881	0.01	0.01	2.631878839	0.01	1.90998901	2.953188052	0.01	0.291979231	-4.997909972
DPEP1	0.01	-2.078441233	2.59951174	-0.074302366	0.003158214	0.159520261	0.01	-0.306925551	4.756141409	-1.527950092	0.220577296	0.072774132	-1.29750908	-0.629350375	-1.671186787
ACTA1	0.902355002	-1.47131272	-4.185597489	2.608173643	2.05377098	-1.818247511	0.423874422	-4.284709298	1.176907904	-2.183846908	-1.520161685	0.380402174	0.854022771	-2.384733815	-4.648970534
CAPN9	-0.467212964	0.611993063	-0.51738416	-0.191153965	0.897172397	-3.057013606	0.398665878	0.01	0.01	2.080045044	0.01	-1.236707401	3.331605422	0.698571968	0.01
TRIM67	-0.016117335	1.223158767	-2.997693399	-2.391386573	1.074075399	-1.402049135	0.993609861	2.508076676	-4.07809323	1.515461736	-0.96157881	1.374433141	2.545497131	0.672313602	-2.152886519
KCNK1	-0.86461744	0.719362091	0.340649247	0.167745062	2.457045247	1.45907545	4.341321961	2.350739029	-3.882733736	-0.082918962	0.116448927	-0.858712213	-2.8919437	0.693737406	2.040185878
GPR150	0.676636056	0.01	0.01	1.394167255	1.608026147	-0.761027289	1.501836263	-1.075546105	0.698060585	-1.711563998	-0.96303661	0.348601098	0.01	-3.397871582	-2.439706369
HAPLN1	0.01	3.661109801	1.950442579	-2.767746325	-1.587499	-1.094313162	0.265004963	1.47937985	-0.37994456	2.966732379	3.201317016	2.662408509	4.594492596	1.788335827	2.645673733
VCAN	-0.192858807	-0.033311295	0.28134837	-0.033546935	1.55624778	-2.783630043	-3.980176325	0.921243502	-1.08351452	0.355855371	-2.615769035	1.61478113	0.680752851	0.520953866	0.126739424
ANKRD34B	-1.459528123	0.01	2.034705678	0.01	0.01	-1.727347592	-0.271668108	-1.456611712	0.01	0.322275458	0.170375271	0.01	0.01	0.01	-1.821074894
SERINC5	0.296568435	-5.50193417	0.01	0.087176591	-1.75050062	2.584034548	0.513495445	1.378094452	0.01	1.251464899	-0.45567324	-3.180790034	-1.473042187	-4.052843312	1.558791115
THBS4	-0.040055736	3.97459428	1.445835628	0.508995858	-0.065641347	-0.265160273	4.563211976	2.476182687	-1.63457711	3.598632787	0.990289301	-1.587196941	0.198659873	1.146182707	2.518763674
BHMT	3.611520119	-3.54381722	-2.67318973	-1.025086395	1.363741414	3.127113443	6.672462089	-3.357308186	0.153256351	-1.993377535	5.494750714	1.099261043	-1.44093943	-2.357771809	-3.136562775
PDE8B	-0.421580495	-2.312678269	-4.46439849	0.11446361	0.700788341	0.021917612	1.761092293	0.858573796	-4.500413747	1.715310262	0.61303285	-4.660207421	0.818834559	-2.30092791	0.945731842
F2RL2	-0.79102541	1.76208625	0.841318899	-0.07349421	1.140364681	-4.813811014	-2.77316903	0.778753634	-1.76960088	-2.17927692	-0.10875773	-0.054928957	0.510679063	2.123109913	0.450155064
SV2C	-6.030775973	0.592805444	-3.343873542	-0.625387141	3.557401566	-5.298595441	1.566464014	3.329592309	-2.254385307	-4.248972392	-3.137895342	0.66464311	0.01	-0.958047367	2.35601125
TMEM171	2.196798215	-0.572031055	-0.701328203	0.01	-1.949894692	4.951417851	5.626166579	0.01	-0.611839968	-1.606427052	0.01	0.01	-0.79102354	-1.707772135	0.709809198
CARTPT	0.445494756	-0.627506714	1.976518213	1.807204932	-1.406711608	2.315279038	-3.156167757	1.469871627	-0.38493265	-2.17469896	0.736146359	1.295896881	-5.588276203	-1.812678077	2.280506091
OCLN	-6.078693774	-1.262475354	-2.806883797	-1.743688008	1.114623969	1.11305635	-3.890833759	-0.753955216	0.01	0.375504881	0.358540041	-4.111169538	-0.089140019	-0.005957282	1.174611948
MARVELD2	1.569210349	0.745542463	-0.640148205	-0.57698866	-0.081239032	-0.305198036	1.290812688	-3.494164185	-1.49815954	0.792619527	1.039820104	-2.359529083	-0.376144787	-0.687244497	-1.398923826
HTR1A	0.01	-1.20956742	0.01	0.309137105	9.124255035	-2.293661829	-0.837982345	1.298896197	0.01	0.01	3.548893865	0.01	0.01	-2.345383863	0.01
ELOVL7	-0.717312085	1.46860076	-0.461847525	-1.951226505	-0.50201769	1.232691539	1.365421708	2.25885111	-2.357832844	1.763583382	0.478969048	-3.367636949	0.033481511	0.775015444	0.986577623
ACTBL2	0.01	0.01	0.01	0.01	-0.04169334	0.667217941	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	-1.426669119
IL6ST	1.477221612	-4.619162742	-6.028613526	0.224930395	-0.217138285	2.052999805	0.301625893	1.116593879	-5.524058707	0.515133135	-0.790732327	-3.326529736	0.206249092	-4.383002375	1.950218865
GZMK	-1.662003956	0.324079398	0.02481152	-1.064030131	-0.223636436	-1.607833869	-0.304285287	-3.659153892	1.699282863	-1.880266722	-1.354116443	-0.235139126	0.635610245	2.188271796	-4.023617074
ESM1	-0.485393958	1.544332886	0.087270436	2.55565817	0.96319162	-1.131477369	0.909787892	2.968733046	-0.712349535	2.210615472	0.826494993	2.026892173	0.818994749	-1.97229666	2.264692158
HSPB3	-2.973412327	-1.157137386	1.520821475	3.683511014	-1.535076385	0.01	1.38437269	0.029371648	-0.781945426	0.393302299	-0.080531696	1.801447443	0.01	0.514353779	3.595917981
FST	-0.797238423	0.559485419	3.158050914	2.936234365	1.624631566	-4.524561889	0.390538623	-1.253925336	0.394113841	-3.47493884	0.884095813	2.032686159	-3.659447612	3.067530867	-1.158702589
EMB	-3.023149903	1.185323964	0.040374913	-1.216153354	1.544495154	-0.270681735	0.152948454	0.866179694	-2.294136022	-2.325278065	-0.37944713	1.952980654	-2.449437196	-1.476818274	-0.134248162
FGF10	0.01	0.120764228	0.01	0.01	-4.257118251	0.01	0.192827619	2.238099688	1.888291395	0.01	-2.065550798	1.481501401	3.071709578	-4.014995694	2.386083623
C6	0.536827698	-2.646963708	-2.776336218	-3.450292485	0.367507978	1.313471555	-3.275378634	-1.875448027	0.728184673	0.01	-4.1551776	0.752184527	-2.865943841	-3.782780151	-2.239709263
OSMR	-0.445588112	-2.073653264	-2.096087837	1.696547961	-0.209371358	0.260943776	0.311778688	0.440407205	-2.444693774	-0.679260025	-2.07291142	-1.247778246	0.196748346	0.314103438	1.625708228
EGFLAM	0.472132297	0.081634441	0.707910481	0.917490633	-0.765845985	1.059124166	-1.345750953	1.588675134	-2.986597047	0.215849734	1.137003179	1.05706109	-2.168113194	-0.81216223	1.494247677
GDNF	-0.185668835	0.01	0.01	-0.250664159	2.923640838	1.156652538	-3.245792205	-3.430735809	-1.657261555	0.01	-2.12569836	-1.14419989	-0.836401269	-1.168286422	0.848793585
CAPSL	0.391115283	-0.114666311	2.215438184	0.01	-1.492529949	0.01	-1.743005875	-1.927949479	0.01	-0.149062309	4.197260293	0.01	-1.333571082	2.959001216	-2.29241266
PRLR	3.608918116	0.388159836	1.080859058	-4.702862561	-0.115613016	-5.431064676	-0.225520488	-0.038804654	-4.183470461	-0.22634014	1.221373601	-3.407391742	-0.186378622	0.961476795	-1.717440591
ADAMTS12	1.174265532	-3.827211775	-3.693517067	-1.742834146	1.312279286	1.885905005	-3.07707271	-3.262100265	-0.005744875	-3.183589532	-0.273702145	-1.868570535	-1.461221746	-2.963017609	-0.612512893
NPR3	0.911265691	-0.91643657	-1.308826217	0.395883504	1.143176404	-0.49784883	4.900891799	2.28510445	0.266121817	-0.535858781	-0.761748037	0.556763917	0.367082283	-2.637248074	0.275168755
CDH9	2.682118509	-1.52403969	0.01	-2.327368466	-1.316885622	0.19935776	0.01	0.01	6.29819454	-1.55851105	-1.447434	0.01	0.01	-2.659856133	0.105639649
CDH10	2.110080656	-1.755587617	-2.732939765	1.561349537	1.789450462	0.01	-3.094466866	4.421580979	1.44404246	1.916551679	-0.224335886	0.01	-5.144530225	-1.973854944	2.172982202
CA2	-2.334187766	1.408487533	1.477941089	3.784468645	-1.178760201	-1.434210535	1.023516473	2.231951859	-0.015242321	2.347140925	1.508380993	1.188251681	-0.777095065	2.138616282	2.87148692
CA1	0.01	0.01	-1.27946773	0.01	0.01	0.087866273	0.01	-0.963586186	0.01	0.01	0.01	0.01	-0.369163068	0.01	3.602960146
CHMP4C	-1.420937338	0.694769125	0.02484536	-1.523418543	-0.223602131	-2.804209175	-1.933598699	1.273674216	0.462286873	-0.169764436	0.886926619	0.752928972	2.176221834	1.748783509	-4.483005485
FABP4	0.979556435	-3.71210862	4.205688538	-0.088974947	-2.767965821	-0.889098613	2.03458002	-2.355555075	-2.014959686	-2.9391938	-0.547931097	0.194078406	-2.346109365	5.159837074	0.943175619
PMP2	-2.110916778	1.485458117	4.046678161	3.996905503	-2.874205589	0.01	0.01	-0.93129371	0.01	-5.852744385	0.873071676	2.159499645	0.01	4.617621829	1.772231917
BHLHE22	-0.076263197	0.4179702	-0.251953565	1.258665701	-0.872366691	-3.66591735	4.850286963	-1.225504517	-1.621866974	-1.446563361	-1.920366867	2.108399139	-1.801006688	0.03705156	0.194534886
TRIM55	0.01	0.01	0.01	0	-0.574640073	-0.643315671	-0.410165545	-3.18007165	1.178365104	-1.81622198	4.334413371	0.871967081	3.32114179	0.01	-0.544406969
CP	-1.500129121	0.01	3.960650041	-2.655855328	-1.645459042	-2.997370543	0.565946964	1.137065579	0.192431378	-1.330149917	-0.20028227	0.054000895	0.01	-1.835855275	-0.904700169
CPA3	-4.107073	-0.612879409	2.692393867	3.937107596	-1.903216301	-2.526859708	0.736021595	1.08150484	1.301477227	-1.946887699	0.028586182	0.913430255	-1.246908416	2.798204087	1.016843986
CPB1	-3.736689558	0.01	0.01	0.735807777	1.094057069	-3.004509027	0.01	0.01	0.01	0.01	-3.428628509	-2.769165323	-2.13939475	0.01	0.01
GHSR	-2.077227628	0.01	0.01	0.01	0.01	0.01	-0.889367612	-0.074443653	0.01	0.01	0.01	0.01	0.519979466	0.01	0.01
CLDN11	-0.497080414	1.79361575	2.514687339	1.095812461	-0.219179417	0.01	-0.593752783	-1.816256728	-0.575450786	-2.378350057	1.37537139	2.095253008	0.617700405	3.140891147	0.417082528
KCNMB2	2.030099324	-3.653950734	-4.657771882	0.928948666	0.078676532	1.653677395	-3.419832876	-2.418997247	-0.168327806	-1.097988662	-1.588238202	-1.438548223	-3.940055581	-3.856872844	1.087280669
SOX2	-1.738417212	-0.469732314	2.300385783	1.502400162	-3.54796673	0.01	-2.798540582	-1.076699538	4.111916226	0.702262706	2.354970538	1.624955399	-1.581800989	3.612879396	0.58292971
QRFPR	-1.777175034	-1.130921751	3.397925521	4.8796905	-4.50882307	-4.214978479	4.430514392	0.44797392	0.01	-3.16535543	-3.639312346	3.314961769	-3.349864202	3.663994746	0.73583299
TRPC3	-2.949222264	3.954464538	3.492537139	1.707706337	4.371851333	-0.89498583	3.79321421	-1.946438289	0.01	-3.167418683	0.818153471	-0.396780768	-2.351927455	1.053114649	0.496732016
SLC7A11	0.01	0.373109029	2.139921421	2.498060443	0.683370813	-0.973841738	-0.724758862	1.897571416	-0.099692161	4.093543649	0.803432984	0.308653605	0.232126251	0.682087114	-0.582123893
FREM2	-3.158162322	0.77354346	1.467310892	4.362700837	-2.719695814	0.01	0.01	-0.155356274	-3.551774133	0.01	5.048639426	-2.190638086	0.01	-0.603264815	0.217392888
POSTN	-4.498103371	1.194905792	0.810354106	-1.121804483	0.026178403	-1.481122618	-3.310323619	1.785332057	-1.306745226	1.280318249	-3.243662391	1.915584637	1.975920288	-1.095287461	1.56790847
SMAD9	1.271975521	-2.573974856	-5.162724176	-0.461520595	1.437426589	-2.117306286	0.183711303	1.620795841	0.187288913	1.482891651	1.076707574	-0.087710959	-0.275107567	-1.554498821	-0.907250201
TM4SF4	4.053155818	-0.412397369	0.01	0.269873692	-2.527111107	-0.648292574	7.872125827	-2.54775614	1.547778645	-3.768736534	1.734685162	-1.261087785	1.43901364	-1.548219763	-2.911916405
GPR171	-2.443224118	0.109956128	-0.756376641	0.01	0.410247249	-0.710883828	-0.518398508	-2.025402644	-0.251795953	-3.246383037	-1.135305988	-0.060696313	-0.109033887	1.23719298	-0.582232339
P2RY12	-1.348846082	7.046379524	1.768592221	1.162958099	-0.974620687	-0.095767066	-1.514692253	0.522655661	-4.68112658	-2.090712281	5.767507734	0.416947916	1.151025177	5.785219751	2.507584749
IGSF10	3.079066547	-4.411016658	-9.240776713	-1.530906629	1.09289332	1.824577569	2.031658811	-6.117502407	0.770550382	-6.823978341	1.492057076	-2.083663373	-4.80687577	-5.6034042	-7.481724864
SUCNR1	0.01	0.01	0.01	0.01	-2.394051129	-2.100206538	0.01	-0.829603095	0.01	0.01	0.01	-1.864862834	0.01	1.017959629	0.01
GPR149	0.01	2.446646661	0.01	-1.678564994	0.01	0.01	1.666273859	0.6332274	0.01	-1.909707577	0.01	0.01	0.01	-1.01105266	4.286935195
MME	4.906165223	-1.514876518	-2.059303802	-1.733073607	-4.892777837	-1.428866238	7.306399196	-1.158360656	-0.052218216	4.360551435	-2.023159918	-3.363589543	1.173018997	-2.065747981	3.410768605
PLCH1	-1.311881176	1.674135833	0.696783685	2.093374964	-1.873677927	-0.994764328	4.414992432	0.01	0.201357886	-1.530210287	0.803279602	1.240450248	0.285237083	1.36840323	0.648503843
KC.01B1	2.400435282	0.07855785	-1.219348375	-0.78337832	-1.993860076	1.995337168	-0.675848184	-2.080282372	-1.046000833	1.096621339	-1.872448134	-2.09484074	-2.594383447	-0.1773056	-2.317811925
VEPH1	-0.216448061	-0.40031483	0.01	1.118491357	-0.193150682	0.515785943	0.01	1.69318665	-1.025047508	-0.11284448	-1.323633778	0.01	-0.034315576	0.01	-0.577890698
PTX3	-0.77883436	-1.625644513	-0.433071659	-0.4288025	0.47768696	-2.709528923	-4.838971698	0.020382501	-2.250441048	-1.245066724	0.281115448	0.871403161	-0.107661438	-0.024486521	3.058846404
SHOX2	5.035923039	1.8506617	-0.591574436	0.144011823	-5.255016946	2.828912113	-1.136404661	0.133761677	0.924207663	-2.796226404	0.01	1.281510002	-5.681151146	0.088471268	2.893478731
RARRES1	0.616427525	-0.590750585	-2.243653233	-1.273606456	2.043171284	-0.805900166	3.432238951	-2.2272808	1.527677636	-2.978840778	-1.578196821	-0.605485298	-1.085368133	-3.080188357	-2.832495225
IL12A	0.570514952	2.316282923	0.601965181	-0.486872872	0.838956417	1.73487818	-0.218986919	-0.404015287	2.964502745	0.834367744	1.186520959	-1.854390877	2.438334551	-1.266972365	0.846469871
SLITRK3	-3.042655932	3.656210965	-0.770845955	0.01	-3.604319991	-2.310315643	0.01	4.65364763	4.785395295	-1.675889851	0.01	0.01	-2.445361124	1.161321321	5.091793999
BCHE	2.707412603	0.251510764	-0.755098449	-1.896028428	1.033081129	2.493981882	-6.393662402	1.23747778	-6.220169251	-3.044862779	-4.518685024	0.209344191	-7.984315324	0.216537745	1.441856483
ZBBX	-1.671173065	1.730014135	2.823052885	0.01	-0.232771839	-1.523795276	-0.068275551	-0.668344944	1.520255099	-2.474331985	1.221731386	-0.28861133	-0.073936733	-0.253815214	-1.03260618
FSTL5	4.324271897	0.224463366	-5.331124826	3.488375933	7.004561214	-2.037784677	0.01	-1.260321443	-1.182746001	0.01	-3.902733787	3.989583816	1.634494589	-2.250144882	-0.335040422
RXFP1	1.439772114	-1.387930147	0.01	-0.606129286	0.456671442	0.01	0.206080948	0.461628994	-1.275745593	0.240581249	1.133539795	0.933274284	-1.606918514	0.01	-2.150493637
TMEM144	1.620804855	-2.787576753	-2.764928901	0.316158047	0.211598207	0.077533071	0.522646199	-1.522980114	-0.260372132	-0.003269789	1.335122019	-0.267069676	-1.42160262	-0.923384355	-0.535219778
PDGFC	-1.706263786	0.269089488	0.787892964	0.792160549	-0.56008344	-1.326319804	-1.670486264	0.674993302	-1.666909486	0.543586243	-1.720317724	0.52419958	-0.928524259	0.848550906	0.244538476
TDO2	0.01	0.01	0.905096517	3.148838498	0.294080521	-1.634444739	-1.178871763	-0.363903657	1.487657322	0	1.782521844	3.835984898	3.230508209	-1.271318583	-2.313070568
NPY2R	-5.592802282	1.682852895	0.01	0.01	4.165300182	0.226982055	4.037989848	0.01	0.01	-1.489101479	-5.284741233	0.01	0.01	0.01	-4.954349052
LRAT	1.062065832	0.485909844	0.01	0.01	1.356039118	-1.597987127	-0.5575049	-1.327543442	-1.138860516	0.01	-3.022266368	-1.362803181	2.967353132	-2.649868918	0.01
FGG	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	-1.049375384	-1.458922493	0.01	0.01	0.01	0.01	0.01
SFRP2	2.944415781	0.900873978	2.759032392	-3.175333646	-5.334994043	-3.040989694	2.014430863	-1.963172167	-0.881468061	-2.991526403	-1.658036514	5.564856852	-2.591131151	2.25581603	-1.327375705
FAM160A1	0.776170692	1.154519815	0.288201063	0.699283905	-0.146654026	-4.710725222	-0.085293439	1.367106495	-1.25164219	-0.04658359	1.324315095	-1.227642336	0.580436935	-0.270798078	1.846581902
CD5L	0.01	0.01	-2.719144762	0.01	0.01	0.01	-2.218187177	0.01	0.01	0.01	0.01	-3.438522957	0.01	0.01	0.01
NTRK1	2.716010277	-0.50430095	-9.01952706	-2.798502234	-0.313761553	1.87004758	2.310390024	-1.360386061	0.510869551	-4.273565259	-2.384419128	1.402579643	1.228751732	-4.065969079	-0.99633072
INSRR	2.829005885	-1.948033244	-8.721212205	-0.828992295	0.017579867	1.617100697	1.636159346	-0.866139096	-2.087406221	-1.331721769	-1.810147065	0.125438929	0.877374982	-6.920348531	-1.165893066
SH2D2A	0.774263459	-1.195895447	-3.834256048	-0.586453356	-0.068897179	-0.217790713	0.07479982	-5.633782211	1.296282646	-4.9803657	-1.564896737	2.065598673	0.750705924	-2.708264995	-4.261055123
BCAN	3.688646991	-1.016686411	-0.996214795	-2.814408642	0.774839087	1.011950022	2.283083982	-0.952165551	0.670610028	-3.319627429	0.20244389	0.442291563	-1.62730914	-1.182752104	-3.97737838
HAPLN2	-0.103500153	-2.457299295	2.271356128	1.597550724	-0.37564229	0.950669662	0.001810278	0.536668404	2.750817266	-1.906784248	-1.380582512	0.448892758	-1.676247922	1.710698448	-2.049969487
RHBG	0.01	0.941659077	-0.772625692	0.01	0.01	0.01	0.01	0.01	-1.268177433	0.01	3.307847612	0.01	-0.862233315	0.01	0.01
PKLR	0.01	0.586159642	4.609269384	-1.536038781	1.844906082	-2.416349578	-1.738277673	-0.20433393	1.558792461	1.025502831	-2.492645212	-1.282922867	-0.186317855	-0.303089871	-1.384509168
NPR1	-1.394361281	0.72290396	1.927508185	1.407568561	-1.414398237	-0.946803556	1.026694332	1.655158322	2.087582325	2.171179235	-0.721387906	-0.410490089	2.770094963	3.712731955	0.213878974
S100A1	-1.159463561	2.116122009	5.678647123	1.596037367	-1.251615862	-0.73533984	-2.087171631	-2.857157646	1.408267309	-2.27083828	0.120398167	2.392926494	1.89713621	5.0848849	-2.221372329
S100A3	-1.743089286	1.751152671	1.666196116	1.117924908	-0.539179511	-0.245295519	-3.877210444	-1.254912642	0.374281141	-2.283266878	1.45233387	1.73531998	1.741620819	0.422695646	-0.104552748
S100A9	-0.375432865	-0.083484605	1.352156822	0.927073295	-0.124554456	-0.481902685	-0.611334133	-1.409344686	-1.425554077	-0.031350029	-1.249158656	-0.165800891	-0.88001672	-0.111846237	1.524834652
THEM5	1.244139009	0.01	-3.796949117	-0.470790315	0.598434592	1.106447702	1.061549106	-3.481067573	-0.122498382	0.01	-3.175897687	-1.516361243	-0.886622526	-4.80339305	-3.845227838
FCGR1A	-1.680043984	0.108094889	0.349836879	1.963340563	1.479393238	-0.539711243	-3.022770136	-0.356701885	-1.870813642	-0.532694637	-1.909505064	2.149072191	-1.19835632	-0.29108762	0.588507827
PDZK1	1.658805802	-4.341228346	-4.148649213	-1.167099608	2.787291283	0.857960081	-4.647658656	-3.067168787	0.71697372	-1.50531013	-2.849499604	-3.331969615	-0.462174936	-3.833171822	-2.763967122
REG4	0.01	0.01	0.01	0.01	1.287903085	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.6393074	0.01	0.01
HMGCS2	0.01	0.01	-1.007891685	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
HSD3B2	-1.467675482	-1.236472258	0.01	-1.039619287	-4.199323518	0.01	-1.864836943	0.45262631	-1.861268794	0.01	-1.159768686	-0.348234272	-0.718506727	-2.37223846	-3.999206229
TBX15	-2.521658518	0.394026029	1.56723534	3.175831274	-0.983758275	0.261215493	0.382322575	-1.156336143	-1.137651417	-1.087882133	-0.933666258	0.097841912	1.126132094	2.293843347	1.116858925
CD2	-2.597375604	0.803735771	-0.470002438	-0.262456935	-0.035636752	-1.585031412	-0.69339451	-2.232053228	0.401330076	-1.815669901	-2.096852491	-0.267379734	-0.900679424	1.363073588	-1.444288641
CASQ2	-1.644751413	-2.11399384	-1.995417767	5.160997189	-0.116751921	1.390811253	2.586301667	1.100501274	-0.983906014	0.923012128	-0.318491142	0.145801442	1.310874058	0.498388075	3.137780216
NGF	-1.385080475	-1.601352591	0.20218411	1.587274673	1.69585271	-2.144684021	-0.689158888	-0.092829349	1.61820212	-0.050839385	-2.569050481	2.537578232	-0.756200968	0.571595942	1.19621902
AMPD1	0.01	0.01	0.01	0.01	-0.728447538	0.01	-0.978923464	-1.163867068	0.01	0.01	0.01	0.01	0.01	0.01	0.01
SYT6	-2.785547468	4.69492184	2.451446062	0.668020048	-1.067087268	-0.612735637	5.475984147	-1.130726502	2.893068724	0.803503706	0.415407118	1.129408388	6.295431849	4.299327246	-1.494938384
KCND3	-0.523456824	-1.877241222	-2.00653837	4.183813421	3.066918713	0.126334139	4.522313606	0.01	-1.180069047	1.514598816	-1.578147331	-0.918600421	1.488758032	-3.012982303	5.021970095
KC.013	-4.388278044	-0.572162011	0.334113995	0.185397283	2.150183199	-5.978131762	-0.164911639	-3.122521671	-3.518903497	-2.928547304	2.125113054	-0.788618016	-2.305712685	1.93588942	-1.486754494
EPS8L3	0.01	0.01	0.01	-0.183807243	0.01	0.535499209	-0.593943566	-1.77888717	0.01	0	-1.473956916	1.993056188	2.274875002	0.01	-1.143179871
SYPL2	-0.903437837	-0.285223519	1.404854697	0.953441312	-1.291051521	-1.208665525	-1.831123088	0.023361451	-0.910012542	-0.452938091	-0.559026149	0.204855635	-1.784308497	1.729913458	1.163933523
C1orf194	-3.777552287	0.36059046	2.231245267	-1.179555949	1.245844081	-3.045371755	-1.004729771	0.03260553	2.873303975	-2.995748706	1.174244901	-0.810028051	1.907153766	1.150798861	1.320472047
NTNG1	1.699331221	-1.751136189	-0.03947803	1.155764542	1.305189684	-1.345142	-6.224991362	-1.265376868	-0.493504585	0.682937137	2.400412493	-0.029610411	2.029093772	0.503579844	-0.345895947
COL11A1	0.01	-1.869981407	1.585656469	1.818741015	-0.662784618	0.01	0.01	-2.098390363	0.01	0.01	4.052219524	3.235515481	-3.088886177	2.775595073	2.395356829
OLFM3	0.01	2.908121938	0.702148196	-5.753137809	-3.520281195	0.01	-2.256295863	2.736578816	-5.574733284	-4.984280392	1.691610968	1.763658271	-2.168854951	3.947756126	4.256215447
VCAM1	-1.400628721	-1.281910547	-1.666520008	0.950239755	0.40696608	-3.094143092	-3.617241963	-0.066367446	-1.830760216	-1.093971429	-1.940745351	0.560777445	0.035605002	0.2554713	1.157555048
GPR88	-2.654559634	-0.838284694	0.01	1.680446132	0.591243144	0.01	1.533300381	-0.65177566	0.01	-1.872756053	-2.346498586	1.120280746	0.01	0.025816062	-0.431030248
PRSS12	-3.410665279	3.427926461	4.096386935	-1.397587608	3.445617095	0.01	6.993929043	0.051586435	1.990214157	-3.628861698	0.541131909	0.01	-1.813458186	3.05111078	1.182127246
